review_id,meta_decision,review,sentence count,word count,avg. sentence length,avg. word length,vocab length,hedge words,non-hedge words,hedge ratio,hedge_score,vader compound sentiment,noun_count,adj_count,verb_count,adverb_count,sections covered (out of 14),aspects covered (out of 9),section distribution,aspect distribution,ABS,INT,RWK,PDI,DAT,MET,EXP,RES,TNF,ANA,FWK,OAL,BIB,EXT,APR,NOV,IMP,CMP,PNF,REC,EMP,SUB,CLA,section score,aspect score,new info score
ICLR2018-BkisuzWRW-R1,Accept,"The authors propose an approach for zero-shot visual learning.  The robot learns inverse and forward models through autonomous exploration. The robot then uses the learned parametric skill functions to reach goal states (images) provided by the demonstrator. The ""zero-shot"" refers to the fact that all learning is performed before the human defines the task. The proposed method was evaluated on a mobile indoor navigation task and a knot tying task. The proposed approach is well founded and the experimental evaluations are promising.  The paper is well written and easy to follow. I was expecting the authors to mention ""goal emulation"" and ""distal teacher learning"" in their related work. These topics seem sufficiently related to the proposed approach that the authors should include them in their related work section, and explain the similarities and differences. Learning both inverse and forward models is very effective. How well does the framework scale to more complex scenarios, e.g., multiple types of manipulation together? Do you have any intuition for what kind of features or information the networks are capturing? For the mobile robot, is the robot learning some form of traversability affordances, e.g., recognizing actions for crossings, corners, and obstacles? The authors should consider a test where the robot remains stationary with a fixed goal, but obstacles are move around it to  see how it affects the selected action distributions. How much can change between the goal images and the environment before the system fails? In the videos, it seems that the people and chairs are always in the same place. I could imagine a network learning to ignore features of objects that tend to wander over time. The authors should consider exploring and discussing the effects of adding/moving/removing objects on the performance. I am very happy to see experimental evaluations on real robots, and even in two different application domains. Including videos of failure cases is also appreciated. The evaluation with the sequence of checkpoints was created by using every fifth image. How does the performance change with the number of frames between checkpoints? In the videos, it seems like the robot could get a slightly better view if it took another couple of steps. I assume this is an artifact of the way the goal recognizer is trained. For the videos, it may be useful to indicate when the goal is detected, and then let it run a couple more steps and stop for a second. It is difficult to compare the goal image and the video otherwise.   ",26,416,18.90909090909091,5.138613861386139,217,4,412,0.0097087378640776,0.0355450236966824,0.8748,121,32,84,16,8,4,"{'ABS': 0, 'INT': 1, 'RWK': 2, 'PDI': 3, 'DAT': 0, 'MET': 11, 'EXP': 9, 'RES': 3, 'TNF': 0, 'ANA': 1, 'FWK': 0, 'OAL': 1, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 0, 'IMP': 0, 'CMP': 3, 'PNF': 0, 'REC': 0, 'EMP': 16, 'SUB': 1, 'CLA': 1}",0,1,2,3,0,11,9,3,0,1,0,1,0,0,0,0,0,3,0,0,16,1,1,0.5749305503116019,0.454008131081469,0.3214083261410755
ICLR2018-BkisuzWRW-R2,Accept,"Summary: The authors present a paper about imitation of a task presented just during inference, where the learning is performed in a completely self-supervised manner. During training, the agent explores by itself related (but different) tasks, learning a) how actions affect the world state, b) which action to perform given the previous action and the world state, and c) when to stop performing actions. This learning is done without any supervision, with a loss that tries to predict actions which result in the state achieved through self exploration (forward consistency loss). During testing, the robot is presented with a sequence of goals in a related but different task. Experiments show that the system achieves a better performance than different subparts of the system (through an ablation study), state of the art and common open source systems. Positive aspects: The paper is well written and clear to understand. Since this is not my main area of research I cannot judge its originality in a completely fair way, but it is original AFAIK. The idea of learning the basic relations between actions and state through self exploration is definitely interesting. This line of work is specially relevant since it attacks one of the main bottlenecks in learning complex tasks, which is the amount of supervised examples. The experiments show clearly that a) the components of the proposed pipeline are important since they outperform ablated versions of it and b) the system is better than previous work in those tasks Negative aspects: My main criticism to the paper is that the task learning achieved through self exploration seems relatively shallow. From the navigation task, it seems like the system mainly learns a discover behavior that is better than random motion. It definitely does not seem able to learn higher level concepts like certain scenes being more likely to be close to each other than others (e.g. it is likely to find an oven in the same room as a kitchen sink but not in a toilet). It is not clear whether this is achievable by the current system even with more training data. Another aspect that worries me about the system is how it can be extended to higher dimensional action spaces. Extending control laws through self-exploration under random disturbances has been studied in character control (e.g. Domain of Attraction Expansion for Physics-based Character Control by Borno et al.), but the dimensionality of the problem makes this exploration very expensive (even for short time frames, and even in simulation). I wonder if the presented ideas won't suffer from the same curse of dimensionality. In terms of experiments, it is shown that the system is more effective than others but not so much *how* it achieves this efficiency. It would be good to show whether part of its efficiency comes from effective image-guided navigation: does a partial image match entail with targetted navigation (e.g. matches in the right side of the image make the robot turn right)? A couple more specific comments: - I think that dealing with multimodal distributions of actions with the forward consistency loss is effective for achieving the goal, but not necessarily good for modeling multimodality. Isn't it possible that the agent learns only one way of achieving such goal? - It is not clear how the authors achieve to avoid the problem of starting from scratch by pre-train the forward model and PSF separately by blocking gradient flow. Isn't it still challenging to update them independently, given that at the beginning both components are probably not very accurate? Conclusion: I think the paper presents an interesting idea which should be exposed to the community. The paper is easy to read and its experiments show the effectiveness of the method. The relevance of the method to achieve a deeper sense of learning and performing more complex tasks is however unclear to me.",28,640,25.6,5.123176661264181,289,7,633,0.0110584518167456,0.0327102803738317,0.9926,180,73,106,41,8,5,"{'ABS': 0, 'INT': 1, 'RWK': 2, 'PDI': 5, 'DAT': 1, 'MET': 6, 'EXP': 10, 'RES': 6, 'TNF': 0, 'ANA': 0, 'FWK': 0, 'OAL': 3, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 1, 'IMP': 0, 'CMP': 3, 'PNF': 0, 'REC': 0, 'EMP': 17, 'SUB': 1, 'CLA': 2}",0,1,2,5,1,6,10,6,0,0,0,3,0,0,0,1,0,3,0,0,17,1,2,0.5741423285523283,0.5658223346982771,0.3599587275047276
ICLR2018-BkisuzWRW-R3,Accept,"One of the main problems with imitation learning in general is the expense of expert demonstration. The authors here propose a method for sidestepping this issue by using the random exploration of an agent to learn generalizable skills which can then be applied without any specific pretraining on any new task.  The proposed method has at its core a method for learning a parametric skill function (PSF) that takes as input a description of the initial state, goal state, parameters of the skill and outputs a sequence of actions (could be of varying length) which take the agent from initial state to goal state. The skill function uses a RNN as function approximator and minimizes the sum of two losses i.e. the state mismatch loss over the trajectory (using an explicitly learnt forward model) and the action mismatch loss (using a model-free action prediction module) . This is hard to do in practice due to jointly learning both the forward model as well as the state mismatches. So first they are separately learnt and then fine-tuned together. In order to decide when to stop, an independent goal detector is trained which was found to be better than adding a 'goal-reached' action to the PSF. Experiments on two domains are presented. 1. Visual navigation where images of start and goal states are given as input. 2. Robotic knot-tying with a loose rope where visual input of the initial and final rope states are given as input. Comments:  - In the visual navigation task no numbers are presented on the comparison to slam-based techniques used as baselines although it is mentioned that it will be revisited. - In the rope knot-tying task no slam-based or other classical baselines are mentioned. - My main concern is that I am really trying to place this paper with respect to doing reinforcement learning first (either in simulation or in the real world itself, on-policy or off-policy) and then just using the learnt policy on test tasks. Or in other words why should we call this zero-shot imitation instead of simply reinforcement learnt policy being learnt and then used. The nice part of doing RL is that it provides ways of actively controlling the exploration. See this pretty relevant paper which attempts the same task and also claims to have the target state generalization ability. Target-driven Visual Navigation in Indoor Scenes using Deep Reinforcement Learning by Zhu et al. I am genuinely curious and would love the authors' comments on this. It should help make it clearer in the paper as well. Update:  After evaluating the response from the authors and ensuing discussion as well as the other reviews and their corresponding discussion, I am revising my rating for this paper up. This will be an interesting paper to have at the conference and will spur more ideas and follow-on work.",21,471,19.625,4.954048140043764,231,0,471,0.0,0.0104602510460251,0.9565,137,52,77,26,5,5,"{'ABS': 0, 'INT': 0, 'RWK': 4, 'PDI': 0, 'DAT': 0, 'MET': 10, 'EXP': 3, 'RES': 0, 'TNF': 0, 'ANA': 0, 'FWK': 0, 'OAL': 3, 'BIB': 0, 'EXT': 1}","{'APR': 1, 'NOV': 0, 'IMP': 0, 'CMP': 3, 'PNF': 0, 'REC': 1, 'EMP': 4, 'SUB': 2, 'CLA': 0}",0,0,4,0,0,10,3,0,0,0,0,3,0,1,1,0,0,3,0,1,4,2,0,0.3598992790735896,0.5577624294827859,0.2288636451967672
ICLR2018-BkktYCkZf-R1,,"This paper proposed a training strategy for fully connected neural network, where per class, per weight learning rate is used. Results are reported on about 50 UCI datasets with different topologies. Pros:  1. This paper proposes a simple and intuitive approach for training neural networks. 2. The idea in the approach seems novel (I have not found the similar training strategy) and they tested several UCI datasets with different fully connected network topologies and activation function settings. They found it improved the accuracy. Cons:  1. This paper proposed a rather ad hoc proposal for training neural networks. This is not supported by any strong theory or conceptual idea. Grounding the proposal with some theoretical or conceptual arguments could have made the proposal sounder. For now, it looks like more like a trick than anything else. 2. The analysis of all facets of the proposal is missing. There is no indications on the extra computations required for handling this modification compared to standard training. It is very probably more costful. Likewise analyzing results for varying number of classes (e.g. 100 classes with Cifar-100, 1000 classes with ImageNet), with imbalanced datasets is required. 3. More importantly, the paper tested only on small size datasets (UCI), where the inputs are relatively well-structured. There is not unstructured datasets (e.g., images, text documents, speech) tested, which is where deep learning is making sense. 4. The Experiment section is not well structured, at least for me, I cannot understand it well. In particular, the strategy for choosing the hyperparameters (e.g., alpha, alpha_mu, local learning rate, alpha_mu) need to be developed . Perhaps the authors can make a table listing the hyperparameters or a diagram describing the whole training procedures. 5. For each weight w, we add K learning rates u_w^j. It means that we multiplied by K the number of parameters in our model (K is the number of classes). That's a lot. Given that we are thus optimizing with (K+1) times the number of weights of the network, I am not sure that comparing with the vanilla network trained in usual way is fair. Space was clearly not an issue with the paper, it still have available space to add further explanations The paper is proposing a trick to train neural networks that is backed by strong arguments. The assessment of the method is incomplete and not convincing. I thus recommend a clear rejection. Comments on the details of the paper: The paper does not write mathematically rigorous. For example,  - Section Method, equation (4) partial L/ partial w (1 + alpha(mu_w)^T y (partial L / partial z partial w)   partial L/ partial w + O(alpha)  satisfied if and only if partial L / partial z partial w is bounded. i.e |partial L / partial z partial w|<  B. However, the author did not suppose this condition. Since L is NON Convex, it could not be automatically considered as bounded. - Section method, paragraph under equation (2) L(z(alpha),x,y)< L(w,x,y) is NOT necessary. It should be supposed L is at least locally convex. -   Equation (5)  should be - O(alpha^2) The choosing of alpha_mu is generally large (10^4-10^5). Does it have some support? ",37,517,12.30952380952381,5.278372591006424,234,3,514,0.0058365758754863,0.0334572490706319,0.9895,172,61,97,39,9,5,"{'ABS': 0, 'INT': 1, 'RWK': 0, 'PDI': 1, 'DAT': 5, 'MET': 20, 'EXP': 8, 'RES': 2, 'TNF': 1, 'ANA': 2, 'FWK': 0, 'OAL': 2, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 0, 'IMP': 0, 'CMP': 2, 'PNF': 2, 'REC': 1, 'EMP': 16, 'SUB': 3, 'CLA': 0}",0,1,0,1,5,20,8,2,1,2,0,2,0,0,0,0,0,2,2,1,16,3,0,0.6484843666019625,0.5652770015758364,0.4060424248950645
ICLR2018-BkktYCkZf-R2,,"In this paper, the authors propose to have a different learning rate depending on the class of the examples when learning a neural network. This paper's contribution are quite moderate, as the proposed method seems to be a very natural extension but it is backed up by lots of numerical results.  However, it would have been interesting to show the evolution of the learning rates (for every class) along the epochs and to correlate this evolution with the classes ratio or their separability or to analyse more in depths the properties of the obtained networks. It is rather unclear why changing the learning rate affects the performance of the model and it is would have been interesting to discuss. Moreover, it would be interesting to show if this class-based learning rates changes the convergence of the model or if the early stopping occurs earlier etc...  ",5,145,24.166666666666668,4.922535211267606,84,1,144,0.0069444444444444,0.0472972972972973,0.8518,33,9,32,7,4,2,"{'ABS': 0, 'INT': 1, 'RWK': 0, 'PDI': 0, 'DAT': 0, 'MET': 1, 'EXP': 0, 'RES': 2, 'TNF': 0, 'ANA': 2, 'FWK': 0, 'OAL': 0, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 0, 'IMP': 0, 'CMP': 0, 'PNF': 0, 'REC': 0, 'EMP': 3, 'SUB': 1, 'CLA': 0}",0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0.2857947069876114,0.2234661370919081,0.1253917184728319
ICLR2018-BkktYCkZf-R3,,"Summary: This paper addresses the problem of training deep fully connected networks (FCNs) by introducing a class-dependent learning rate to each of the network weights. The method works by introducing a parameter associated with each weight to scale its learning rate based on the class label. The introduced parameters are not involved in the forward pass and hence cannot be updated by Backprop. Therefore, the authors derived the update formulate based on the analytical continuation technique. The authors experimented on the UCI data sets with different activation functions to show the efficacy of their proposed method. The idea of using class label to adjust each weight's learning rate is interesting and somewhat novel, but unfortunately the efficacy is not well justified in theory. The empirical study is not always convincing, and did not compare with many state-of-the-art baselines. Overall,  the study is interesting and contains some new idea. However, the work is not mature enough for publication. Originality:  Training very deep networks have always been important in Deep Learning and the idea of using class label to adjust each weight's learning rate is somewhat novel. However, the paper falls short in lacking of theoretical justification and convincing empirical results. Clarity:  The paper is clearly presented and easy to follow. However, many related works are missing in the literature, for example, Highway Networks [1],  Deeply-Supervised Nets [2] and Deep Networks with Stochastic Depth [3], etc. Significance:  The paper lacks of theoretical justification as well as the experiments are not convincing. Specifically, the paper lacks of justification on why adjusting the learning rate based on the class labels are crucial to improve training FCNs, more specifically, how does it help resolving the exploding and vanishing gradient problems? The trick to reset $mu$ after half an epoch at the end of Section 3 is too heuristic. There lacks of explanation. The experimental results are not convincing. The proposed method doesn't seem always outperforming the baselines. There is no discussion on the failure cases. In addition, the authors should compare with more baselines such as [1], [2], [3] and try with deeper networks as many networks used in the experiments are not very deep, with only 8 layers or less. Besides, the idea of using adaptive learning rates are not completely new, and somewhat closely related to second order optimization methods. It will be interesting to compare with some existing second-order optimization algorithms for deep learning. Last but not least, it would be more convincing to show the convergence speed of the proposed method. other question: In Eqn.4-5 , the terms $O(alpha)$ and $O(alpha^2)$ are omitted, however, since $mu_w^j$ are updated with its own learning rate, would it be better to increase the learning rate $alpha_{mu}$ and use the term $O(alpha^2)$ in the gradient update (6) as it would better approximate the gradient direction? References  [1] Srivastava, Rupesh K., Klaus Greff, and Ju00fcrgen Schmidhuber. Training very deep networks. Advances in neural information processing systems. 2015.  [2] Lee, Chen-Yu, et al. Deeply-supervised nets. Artificial Intelligence and Statistics. 2015. [3] Huang, Gao, et al. Deep networks with stochastic depth. European Conference on Computer Vision. Springer International Publishing, 2016. ",31,521,14.47222222222222,5.421471172962226,238,0,521,0.0,0.0037735849056603,0.9906,166,61,99,42,9,6,"{'ABS': 0, 'INT': 1, 'RWK': 5, 'PDI': 7, 'DAT': 1, 'MET': 11, 'EXP': 6, 'RES': 2, 'TNF': 0, 'ANA': 0, 'FWK': 0, 'OAL': 3, 'BIB': 5, 'EXT': 0}","{'APR': 0, 'NOV': 4, 'IMP': 0, 'CMP': 4, 'PNF': 0, 'REC': 1, 'EMP': 7, 'SUB': 5, 'CLA': 1}",0,1,5,7,1,11,6,2,0,0,0,3,5,0,0,4,0,4,0,1,7,5,1,0.6466639052623631,0.6713119277341347,0.46375900707434814
ICLR2018-Bkl1uWb0Z-R1,Reject,"This paper adds source side dependency syntax trees to an NMT model without explicit supervision. Exploring the use of syntax in neural translation is interesting but I am not convinced that this approach actually works based on the experimental results. The paper distinguishes between syntactic and semantic objectives (4th paragraph in section 1), attention, and heads. Please define what semantic attention is. You just introduce this concept without any explanation.  I believe you mean standard attention, if so, please explain why standard attention is semantic. Clarity. What is shared attention exactly? Section 3.2 says that you share attention weights from the decoder with encoder. Please explain this a bit more. Also the example in Figure 3 is not very clear and did not help me in understanding this concept. Results. A good baseline would be to have two identical attention mechanisms to figure out if improvements come from more capacity or better model structure. Flat attention seems to add a self-attention model and is somewhat comparable to two mechanisms. The results show hardly any improvement over the flat attention baseline (at most 0.2 BLEU which is well within the variation of different random initializations). It looks as if the improvement comes from adding additional capacity to the model. Equation 3: please define H.",14,213,13.3125,5.435643564356436,126,1,212,0.0047169811320754,0.0560747663551401,0.9877,61,23,40,15,6,2,"{'ABS': 0, 'INT': 1, 'RWK': 3, 'PDI': 0, 'DAT': 0, 'MET': 10, 'EXP': 2, 'RES': 2, 'TNF': 1, 'ANA': 0, 'FWK': 0, 'OAL': 0, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 0, 'IMP': 0, 'CMP': 2, 'PNF': 0, 'REC': 0, 'EMP': 7, 'SUB': 0, 'CLA': 0}",0,1,3,0,0,10,2,2,1,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0.4311260310846766,0.22607112938847,0.18799151444899376
ICLR2018-Bkl1uWb0Z-R2,Reject,"This paper describes a method to induce source-side dependency structures in service to neural machine translation. The idea of learning soft dependency arcs in tandem with an NMT objective is very similar to recent notions of self-attention (Vaswani et al., 2017, cited) or previous work on latent graph parsing for NMT (Hashimoto and Tsuruoka, 2017, cited). This paper introduces three innovations: (1) they pass the self-attention scores through a matrix-tree theorem transformation to produce marginals over tree-constrained head probabilities; (2) they explicitly specify how the dependencies are to be used, meaning that rather than simply attending over dependency representations with a separate attention, they select a soft word to attend to through the traditional method, and then attend to that word's soft head (called Shared Attention in the paper); and (3) they gate when attention is used. I feel that the first two ideas are particularly interesting.  Unfortunately, the results of the NMT experiments are not particularly compelling, with overall gains over baseline NMT being between 0.6 and 0.8 BLEU. However, they include a useful ablation study that shows fairly clearly that both ideas (1) and (2) contribute equally to their modest gains, and that without them (FA-NMT Shared No in Table 2), there would be almost no gains at all. Interesting side-experiments investigate their accuracy as a dependency parser, with and without a hard constraint on the system's latent dependency decisions. This paper has some very good ideas, and asks questions that are very much worth asking. In particular, the question of whether a tree constraint is useful in self-attention is very worthwhile. Unfortunately, this is mostly a negative result, with gains over ""flat attention"" being relatively small. I also like the ""Shared Attention"" - it makes a lot of sense to say that if the ""semantic"" attention mechanism has picked a particular word, one should also attend to that word's head; it is not something I would have thought of on my own. The paper is also marred by somewhat weak writing, with a number of disfluencies and awkward phrasings making it somewhat difficult to follow. In terms of specific criticisms:  I found the motivation section to be somewhat weak. We need a better reason than morphology to want to do source-side dependency parsing. All published error analyses of strong NMT systems (Bentivogli et al, EMNLP 2016; Toral and Sanchez-Cartagena, EACL 2017; Isabelle et al, EMNLP 2017) have shown that morphology is a strength, not a weakness of these systems, and the sorts of head selection problems shown in Figure 1 are, in my experience, handled capably by existing LSTM-based systems. The paper mentions ""significant improvements"" in only two places: the introduction and the conclusion. With BLEU score differences being so low, the authors should specify how statistical significance is measured; ideally using a technique that accounts for the variance of random restarts (i.e.: Clark et al, ACL 2011). Equation (3): I couldn't find the definition for H anywhere. Sentence before Equation (5): I believe there is a typo here, ""f takes z_i"" should be ""f takes u_t"". First section of Section 3: please cite the previous work you are talking about in this sentence. My understanding was that the dependency marginals in p(z_{i,j} 1|x,phi) in Equation (11) are directly used as beta_{i,j}. If I'm correct, that's probably worth spelling out explicitly in Equation (11): beta_{i,j}   p(z_{i,j} 1|x,phi)   .... I don't don't feel like the clause between equations (17) and (18), ""when sharing attention weights from the decoder with the encoder"" is a good description of your clever ""shared attention"" idea. In general, I found this region of the paper, including these two equations and the text between them, very difficult to follow. Section 4.4: It's very very good that you compared to ""flat attention"", but it's too bad for everyone cheering for linguistically-informed syntax that the results weren't better. Table 5: I had a hard time understanding Table 5 and the corresponding discussion. What are ""production percentages""? Finally, it would have been interesting to include the FA system in the dependency accuracy experiment (Table 4), to see if it made a big difference there.",30,685,25.37037037037037,5.347687400318979,318,2,683,0.0029282576866764,0.0173160173160173,0.9614,193,85,113,50,10,4,"{'ABS': 0, 'INT': 2, 'RWK': 4, 'PDI': 5, 'DAT': 0, 'MET': 15, 'EXP': 5, 'RES': 4, 'TNF': 3, 'ANA': 1, 'FWK': 0, 'OAL': 1, 'BIB': 3, 'EXT': 0}","{'APR': 0, 'NOV': 0, 'IMP': 3, 'CMP': 2, 'PNF': 0, 'REC': 0, 'EMP': 14, 'SUB': 0, 'CLA': 4}",0,2,4,5,0,15,5,4,3,1,0,1,3,0,0,0,3,2,0,0,14,0,4,0.7188758567386409,0.452986532164051,0.4088544385202108
ICLR2018-Bkl1uWb0Z-R3,Reject,"This paper induces latent dependency syntax in the source side for NMT. Experiments are made in En-De and En-Ru. The idea of imposing a non-projective dependency tree structure was proposed previously by Liu and Lapata (2017) and the structured attention model by Kim and Rush (2017). In light of this, I see very little novelty in this paper. The only novelty seems to be the gate that controls the amount of syntax needed for generating each target word. Seems thin for a ICLR paper. Caption of Fig 1: subject/object are syntactic functions, not semantic roles. I don't see how the German verb orders inflects with gender... Can you post the gold German sentence? Sec 2 is poorly explained. What is z_t? Do you mean u_t instead? This is confusing. Expressions (12) to (15) are essentially the same as in Liu and Lapata (2017), not original contributions of this paper. Why is hard attention (sec 3.3) necessary? It's not differentiable and requires sampling for training. This basically spoils the main advantage of structured attention mechanisms as proposed by Kim and Rush (2017). Experimentally, the gains are quite small compared to flat attention, which is disappiointing. In table 3, it would be very helpful to display the English source. Table 4 is confusing. The DA numbers (rightmost three columns) are for the 2016 or 2017 dataset? Comparison with predicted parses by Spacy are by no means gold parses... Minor comments: - Sec 1: ... optimization techniques like Adam, Attention, ... -> Attention is not an optimization technique, but part of a model; - Sec 1: abilities not its representation -> comma before  ot.",21,265,13.25,5.053061224489796,148,2,263,0.0076045627376425,0.0073529411764705,0.6634,77,35,46,15,9,6,"{'ABS': 0, 'INT': 1, 'RWK': 4, 'PDI': 2, 'DAT': 1, 'MET': 8, 'EXP': 4, 'RES': 0, 'TNF': 3, 'ANA': 0, 'FWK': 0, 'OAL': 1, 'BIB': 2, 'EXT': 0}","{'APR': 1, 'NOV': 3, 'IMP': 0, 'CMP': 3, 'PNF': 1, 'REC': 0, 'EMP': 5, 'SUB': 0, 'CLA': 4}",0,1,4,2,1,8,4,0,3,0,0,1,2,0,1,3,0,3,1,0,5,0,4,0.6452268275240198,0.6697224419020169,0.4603427985921566
ICLR2018-BkoCeqgR--R1,Reject,"The paper proposes and evaluates a method to make neural networks for image recognition color invariant. The contribution of the paper is:   - some proposed methods to extract a color-invariant representation - an experimental evaluation of the methods on the cifar 10 dataset - a new dataset crashed cars   - evaluation of the best method from the cifar10 experiments on the new dataset Pros:   - the crashed cars dataset is interesting. The authors have definitely found an interesting untapped source of interesting images. Cons:  - The authors name their method order network but the method they propose is not really parts of the network but simple preprocessing steps to the input of the network. - The paper is incomplete without the appendices. In fact the paper is referring to specific figures in the appendix in the main text. - the authors define color invariance as a being invariant to which specific color an object in an image does have, e.g. whether a car is red or green, but they don't think about color invariance in the broader context - color changes because of lighting, shades, ..... Also, the proposed methods aim to preserve the colorfullness of a color. This is also problematic, because while the proposed method works for a car that is green or a car that is red, it will fail for a car that is black (or white) - because in both cases the colorfulness is not relevant. Note that this is specifically interesting in the context of the task at hand (cars) and many cars being, white, grey (silver), or black. - the difference in the results in table 1 could well come from the fact that in all of the invariant methods except for ord the input is a WxHx1 matrix, but for ord and cifar the input is a WxHx3 matrix. This probably leads to more parameters in the convolutions. - the results in the  figure 4: it's very unlikely that the differences reported are actually significant. It appears that all methods perform approximately the same - and the authors pick a specific line (25k steps) as the relevant one in which the RGB-input space performs best. The proposed method does not lead to any relevant improvement. Figure 6/7: are very hard to read. I am still not sure what exactly they are trying to say. Minor comments:   - section 1: called for is network -> called for is a network - section 1.1: And and -> And - section 1.1: Appendix -> Appendix C  - section 2: Their exists many -> There exist many  - section 2: these transformation -> these transformations  - section 2: what does the wallpaper groups refer to?   - section 2: are a groups -> are groups  - section 3.2: reference to a non-existing figure  - section 3.2/Training: 2499999 iterations   steps?   - section 3.2/Training: longer as suggested -> longer than suggested",23,451,23.73684210526316,5.0095238095238095,186,3,448,0.0066964285714285,0.0178926441351888,0.9588,137,48,71,19,6,5,"{'ABS': 0, 'INT': 1, 'RWK': 0, 'PDI': 0, 'DAT': 5, 'MET': 11, 'EXP': 3, 'RES': 1, 'TNF': 4, 'ANA': 0, 'FWK': 0, 'OAL': 0, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 0, 'IMP': 1, 'CMP': 0, 'PNF': 1, 'REC': 0, 'EMP': 8, 'SUB': 3, 'CLA': 3}",0,1,0,0,5,11,3,1,4,0,0,0,0,0,0,0,1,0,1,0,8,3,3,0.4314599981343864,0.5602848807578075,0.2730260027018061
ICLR2018-BkoCeqgR--R2,Reject,"The authors investigate a modified input layer that results in color invariant networks. The proposed methods are evaluated on two car datasets. It is shown that certain color invariant input layers can improve accuracy for test-images from a different color distribution than the training images. The proposed assumptions are not well motivated and seem arbitrary. Why is using a permutation of each pixels' color a good idea? The paper is very hard to read. The message is unclear and the experiments to prove it are of very limited scope,; i.e. one small dataset with the only experiment purportedly showing generalization to red cars. Some examples of specific issues: - the abstract is almost incomprehensible and it is not clear what the contributions are - Some references to Figures are missing the figure number, eg. 3.2 first paragraph, - It is not clear how many input channels the color invariant functions use, eg. p1 does it use only one channel and hence has fewer parameters? - are the training and testing sets all disjoint (sec 4.3)? - at random points figures are put in the appendix, even though they are described in the paper and seem to show key results (eg tested on nored-test) - Sec 4.6: The explanation for why the accuracy drops for all models is not clear. Is it because the total number of training images drops? If that's the case the whole experimental setup seems flawed. - Sec 4.6: the authors refer to the order net beating the baseline, however, from Fig 8 (right most) it appears as if all models beat the baseline. In the conclusion they say that weighted order net beats the baseline on all three test sets w/o red cars in the training set.  Is that Fig 8 @0%? The baseline seems to be best performing on all cars and  on-red cars  In order to be at an appropriate level for any publication the experiments need to be much more general in scope. ",19,323,21.53333333333333,4.752411575562701,167,3,320,0.009375,0.0479041916167664,-0.8401,98,36,57,15,10,5,"{'ABS': 1, 'INT': 1, 'RWK': 0, 'PDI': 0, 'DAT': 2, 'MET': 8, 'EXP': 4, 'RES': 1, 'TNF': 4, 'ANA': 2, 'FWK': 0, 'OAL': 1, 'BIB': 1, 'EXT': 0}","{'APR': 0, 'NOV': 0, 'IMP': 1, 'CMP': 0, 'PNF': 2, 'REC': 0, 'EMP': 10, 'SUB': 1, 'CLA': 1}",1,1,0,0,2,8,4,1,4,2,0,1,1,0,0,0,1,0,2,0,10,1,1,0.7164263504599626,0.5612147413929456,0.4403571054589448
ICLR2018-BkoCeqgR--R3,Reject,"The authors test a CNN on images with color channels modified (such that the values of the three channels, after modification, are invariant to permutations). The main positive point is that the performance does not degrade too much. However, there are several important negative points which should prevent this work, as it is, from being published. 1. Why is this type of color channel modification relevant for real life vision? The invariance introduced here does not seem to be related to any real world phenomenon.  The nets, in principle, could learn to recognize objects based on shape only, and the shape remains stable when the color channels are changed. 2. Why is the crash car dataset used in this scenario? It is not clear to me why this types of theoretical invariance is tested on such as specific dataset. Is there a real reason for that? 3. The writing could be significantly improved, both at the grammatical level and the level of high level organization and presentation. I think the authors should spend time on better motivating the choice of invariance used, as well as on testing with different (potentially new) architectures, color change cases, and datasets. 4. There is no theoretical novelty and the empirical one seems to be very limited, with less convincing results.",12,216,16.615384615384617,4.990430622009569,126,2,214,0.0093457943925233,0.0506912442396313,0.9334,55,26,40,13,6,7,"{'ABS': 0, 'INT': 1, 'RWK': 0, 'PDI': 0, 'DAT': 3, 'MET': 5, 'EXP': 2, 'RES': 1, 'TNF': 0, 'ANA': 0, 'FWK': 0, 'OAL': 3, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 1, 'IMP': 1, 'CMP': 1, 'PNF': 1, 'REC': 1, 'EMP': 7, 'SUB': 0, 'CLA': 1}",0,1,0,0,3,5,2,1,0,0,0,3,0,0,0,1,1,1,1,1,7,0,1,0.429821411914164,0.7815095223868356,0.32838545281204146
